Month,ObsTime,Date,StnPres,StnPresMax,StnPresMin,Temperature,T Max,T Min,RH,RHMin,WS,WD,WSGust,WDGust,Precp
2024/08,2,2024/08/02,996.8,1001.2,992.7,28.7,31.4,26.3,82,66,1.6,317,5.8,331,0
2024/08,3,2024/08/03,1000.3,1001.6,999,29.8,33.3,26.8,76,51,1.6,302,6.4,310,0
2024/08,4,2024/08/04,998.8,1000.7,996.6,29.8,33.3,26.8,76,56,1.5,215,6.2,291,0
2024/08,5,2024/08/05,996.9,998.7,995.2,30.3,34.7,26.4,72,49,1.1,212,6.3,212,0
2024/08,6,2024/08/06,997.4,999.7,995.3,30,32.8,27.7,77,59,1.6,172,7.6,316,0
2024/08,7,2024/08/07,998.5,1000,996.9,29.9,34.1,27.2,76,52,1.2,230,7,289,0
2024/08,8,2024/08/08,997.7,999,996.4,30.5,34.8,27.5,67,43,1.2,213,7,302,0
2024/08,9,2024/08/09,996.1,997.7,994.7,30.6,35.6,27.4,63,41,1.3,177,7.4,214,0
2024/08,10,2024/08/10,996.7,998.3,994.9,29.6,32.7,26.1,69,55,1.6,301,6.5,331,0
2024/08,11,2024/08/11,996.2,998.1,994,29.7,33.2,27.2,72,49,1.9,307,9,349,0
2024/08,12,2024/08/12,993.7,995.8,991.4,29.8,33,27.4,78,59,1.7,180,7.2,337,0
2024/08,13,2024/08/13,992.5,993.9,991.5,30.2,33.8,28.3,77,45,1,311,5.5,327,0
2024/08,14,2024/08/14,994.7,997.2,992.1,27.7,31.1,24.2,88,69,1.4,313,9.2,303,60
2024/08,15,2024/08/15,994.8,996.4,993.3,27.3,33.1,24,86,48,0.8,94,5.2,203,14
2024/08,16,2024/08/16,991.1,993.4,989,28.4,32.1,24.8,81,57,1.5,325,7.9,335,0
2024/08,17,2024/08/17,990.4,991.7,989,28.4,30.9,26.1,82,64,1.2,214,5.6,308,0
2024/08,18,2024/08/18,990.3,992,988.7,29.2,33.1,26,75,49,1.2,293,6.5,303,0
2024/08,19,2024/08/19,988.8,990.3,986.7,29.4,34.4,26.3,78,49,1.3,295,6.2,307,0
2024/08,20,2024/08/20,985.4,988.6,982.7,27.5,30.1,25.8,93,75,2.2,325,7.9,4,2
2024/08,21,2024/08/21,977.6,982.9,973.3,26.2,27.6,24.6,98,88,2.5,5,19.1,345,121
2024/08,22,2024/08/22,983.3,990.6,975,26.1,28.6,24.6,94,74,2.4,164,13.6,148,90
2024/08,23,2024/08/23,991.9,994.4,989,27.9,32.8,24.7,84,58,1.5,207,10.4,212,4
2024/08,24,2024/08/24,995.1,997.1,993.3,27.6,33.9,24.6,86,52,1.1,73,7.1,174,
2024/08,25,2024/08/25,995.6,996.6,993.9,28.1,32.4,24.1,79,50,1.1,219,6.8,308,
2024/08,26,2024/08/26,994,995.5,991.8,29.2,33.1,25.7,75,48,1.2,308,5.6,310,
2024/08,27,2024/08/27,992.9,994.2,991.2,28.8,32,26.9,80,53,1.7,320,7.5,290,
2024/08,28,2024/08/28,989.5,992.1,987.1,29.7,32.4,27.3,80,60,1.3,316,6.5,331,
2024/08,29,2024/08/29,990.2,994,986.4,25.4,28.7,23.6,95,75,1.9,161,9.5,180,
2024/08,30,2024/08/30,992.6,994.6,990.8,24.5,27,22.6,99,88,1.5,166,7.4,182,
2024/08,31,2024/08/31,993,994.7,991.8,24,25.8,23.1,100,99,1.2,163,7.5,204,
2024/09,1,2024/09/01,996.4,998.8,992.4,23.4,25.2,21.3,93,75,2.1,337,10,12,
2024/09,2,2024/09/02,997.4,998.7,995.9,24.9,28.3,21,81,55,1.2,322,5.5,341,0
2024/09,3,2024/09/03,996.1,997.4,994.6,26,30.5,22.4,71,43,1.9,321,9.3,6,0
2024/09,4,2024/09/04,996.9,998.3,995.9,25.6,30.6,23,73,50,1.8,335,7.9,8,0
2024/09,5,2024/09/05,998.1,1000.2,996.5,26.5,31.2,22.6,78,52,1.6,325,6.9,360,0
2024/09,6,2024/09/06,999.7,1000.9,998.4,27.5,31.4,24.6,85,60,1.5,316,6.1,18,0
2024/09,7,2024/09/07,999.7,1000.9,998.3,28.3,31.7,25.7,81,53,1.4,214,6.3,186,0
2024/09,8,2024/09/08,999.6,1001,997.8,28.5,31.6,25.9,79,59,1.3,324,6.5,10,0
2024/09,9,2024/09/09,998.7,1000.6,996.5,28.6,31.8,26.5,82,60,1.5,322,6.8,352,0
2024/09,10,2024/09/10,997.4,998.7,996.1,28.6,32.7,25.8,82,51,1.5,324,6.5,15,0
2024/09,11,2024/09/11,997.8,999.3,996.6,28.7,32.7,26.2,83,60,1.2,308,5.6,296,0
2024/09,12,2024/09/12,998.3,1000.2,996.8,27.9,32,24.8,83,57,1.2,215,6.8,144,3
2024/09,13,2024/09/13,996.4,998.7,994.2,28.1,32.2,25.3,79,62,1.1,319,6.3,306,0
2024/09,14,2024/09/14,993.3,995.9,991.1,28.3,32.1,25.5,84,57,1.5,322,7.3,346,0
2024/09,15,2024/09/15,992.2,994.2,989.6,28.7,31.5,25.9,77,61,1.7,332,10.9,6,1
2024/09,16,2024/09/16,993.8,995.3,991.7,29.1,33.5,26.5,69,47,1.7,331,8.3,360,0
2024/09,17,2024/09/17,994.7,995.9,993.1,28.2,32.1,25.2,69,51,1.7,316,7.2,317,0
2024/09,18,2024/09/18,994.4,996.6,992.4,28.8,34.3,24.8,71,43,1.4,312,5.8,312,4
2024/09,19,2024/09/19,992.8,995.3,990.6,28.8,33.9,25.3,71,43,1.5,298,7.1,1,0
2024/09,20,2024/09/20,987.7,992.7,983,28.2,32.5,25.2,70,57,2.5,2,10.9,360,0
2024/09,21,2024/09/21,977.7,983.2,974.2,28.3,29.8,27,73,62,1.8,340,7.8,360,0
2024/09,22,2024/09/22,985.3,990.9,977.6,27.6,30.5,26.1,85,63,1.4,3,6.6,354,4
2024/09,23,2024/09/23,992.9,994.7,990.3,27.6,31.2,25.2,87,62,1.4,270,8.1,1,1
2024/09,24,2024/09/24,994.3,995.9,993,27.6,30.6,24.6,82,58,1.2,213,6.2,326,0
2024/09,25,2024/09/25,996,998.6,994.4,27.4,30.8,24.8,77,59,1.8,330,7.9,313,0
2024/09,26,2024/09/26,998.1,999.4,996.5,26,29.9,23.6,68,54,2.4,3,9.7,12,0
2024/09,27,2024/09/27,997.2,999.1,995.2,25.7,29.7,22.7,70,51,2.3,335,8.7,7,0
2024/09,28,2024/09/28,995.3,996.8,993.6,26.9,30.8,24,83,59,1.5,313,6.4,13,0
2024/09,29,2024/09/29,995.1,996.5,993.6,27.3,32.6,24.1,85,53,1.7,325,7.2,1,0
2024/09,30,2024/09/30,996.5,998.1,995,27.5,31.2,25,80,63,2.2,327,9.2,335,0
2024/10,1,2024/10/01,997.8,999.4,996.2,26.8,30.7,24.3,82,63,2.2,321,8.5,341,0
2024/10,2,2024/10/02,997.6,998.7,995.6,25.9,30.4,23.6,67,33,2.9,3,12.2,335,0
2024/10,3,2024/10/03,997.2,998.6,995.9,24.4,28.2,21.9,53,33,2.5,1,11.8,4,0
2024/10,4,2024/10/04,996.2,998.3,994.2,24.2,27.8,21.4,61,47,2.5,347,11.3,346,0
2024/10,5,2024/10/05,994,995.8,992,24,25.7,22.1,86,72,2.6,345,12.9,4,0
2024/10,6,2024/10/06,989.9,993,988.1,24.6,26.5,22.6,94,79,3.2,328,14.1,349,1
2024/10,7,2024/10/07,990.2,992.7,987.6,26.9,33.8,22.3,75,40,1.3,7,6.3,292,0
2024/10,8,2024/10/08,994.7,997.1,992.3,27.2,32,24.6,75,50,1.5,214,6.9,16,0
2024/10,9,2024/10/09,997.9,999.4,996.4,26.9,31.2,24.3,82,60,1.7,336,7.2,360,0
2024/10,10,2024/10/10,998.4,1000.6,996.6,26.2,30.1,23.5,87,63,2.1,318,9.7,5,0
2024/10,11,2024/10/11,996.5,998.7,994.6,26.7,30.4,24.3,82,62,1.9,337,9.3,348,0
2024/10,12,2024/10/12,995.3,996.5,993.7,26.9,32.9,23.7,74,53,1.4,333,5.3,330,0
2024/10,13,2024/10/13,996.6,998.3,995,27.2,30.9,24.9,70,54,1.6,323,7.1,6,0
2024/10,14,2024/10/14,997.5,999.1,995.8,27.3,32.4,24.5,73,44,1.6,324,7,332,0
2024/10,15,2024/10/15,998.7,1001.3,996.9,25.5,29,22.7,60,41,2.6,359,12.3,88,0
2024/10,16,2024/10/16,1003.3,1005.6,1000.9,22.2,25.8,19.1,53,40,2.9,344,11.8,9,0
2024/10,17,2024/10/17,1004.5,1006.8,1002.9,22.9,27.9,19.4,60,45,1.8,344,8.6,354,0
2024/10,18,2024/10/18,1003.5,1005.6,1001.8,24,30.4,19.9,70,39,1.7,315,8.5,349,0
2024/10,19,2024/10/19,1002.3,1004.1,1000.5,24.2,29.3,20.4,74,48,1.9,321,10.5,360,0
2024/10,20,2024/10/20,1000.4,1002.4,998.3,24.1,28.8,21.5,68,41,2.5,339,12.1,15,0
2024/10,21,2024/10/21,999.6,1001.2,997.5,23.4,27.5,21.1,66,50,2.6,5,12.5,354,0
2024/10,22,2024/10/22,999.8,1001.6,998.1,22.2,26.6,19.9,63,38,2.8,354,11.8,21,0
2024/10,23,2024/10/23,998,1000,996.4,22.1,25.3,20.2,68,53,2.9,3,11.5,35,0
2024/10,24,2024/10/24,996.9,998.8,994.7,21.1,23.3,19.7,69,59,3.5,7,16,324,0
2024/10,25,2024/10/25,999,1001.5,996.6,20.5,24.2,18.3,56,47,2.8,1,10.7,9,0
2024/10,26,2024/10/26,1003,1004.9,1001,19.8,24.1,17.2,58,45,2.6,333,10.5,5,0
2024/10,27,2024/10/27,1003.9,1005.7,1002.4,20.7,26.2,16.2,61,42,1.5,328,6.6,355,0
2024/10,28,2024/10/28,1004.6,1006.6,1002.7,21.7,26.7,17.8,70,40,1.4,336,7.9,14,0
2024/10,29,2024/10/29,1004.1,1006.6,1002.5,22.4,27.4,18.4,76,45,1.3,306,7.5,2,0
2024/10,30,2024/10/30,1002.5,1004.1,1000.6,23.7,27.7,19.6,70,47,1,320,5.2,11,0
2024/10,31,2024/10/31,1001,1002.5,999.1,23.6,28.8,21.9,72,40,1.8,337,30.1,16,0
2024/11,1,2024/11/01,999.1,1000.6,997.7,25.1,31.4,21.7,83,49,1.5,3,6.2,339,0
2024/11,2,2024/11/02,1000.4,1001.6,998.6,24.1,26,23.1,99,87,1.7,333,5.3,295,2
2024/11,3,2024/11/03,1001.3,1002.9,999.9,24,26.6,22.4,96,87,2.1,342,9.4,6,0
2024/11,4,2024/11/04,1003,1004.7,1001.6,23.3,26.8,21.5,80,64,2.4,8,9,11,0
2024/11,5,2024/11/05,1003.8,1005.6,1002.5,22.6,25.8,20.6,86,74,1.8,342,5.6,0,0
2024/11,6,2024/11/06,1004.2,1006.2,1002.7,23,26.5,21.1,95,78,1.8,327,6.9,1,0
2024/11,7,2024/11/07,1002.9,1004.9,1000.6,24.4,29.4,21.5,83,54,1.5,333,6.5,28,0
2024/11,8,2024/11/08,1002.8,1005,1001.2,24.9,28.6,21.8,82,58,1.4,318,5.8,336,0
2024/11,9,2024/11/09,1002.2,1004.1,1001,25,29.7,22,85,58,1,184,4.9,151,0
2024/11,10,2024/11/10,1002.5,1005.4,1000.6,24.8,28.5,22.6,93,63,1.4,320,7.2,330,0
2024/11,11,2024/11/11,1001.2,1003.4,999.9,23.6,26.2,20.5,88,73,2,332,8,16,0
2024/11,12,2024/11/12,999.7,1001.6,998,22.7,27,20.2,79,65,1.4,321,5,342,0
2024/11,13,2024/11/13,999.8,1001.2,997.7,22.8,28.7,19.6,83,56,1.8,323,5.9,354,0
2024/11,14,2024/11/14,1001.7,1003.2,999.9,22.4,28.2,18.8,86,51,2.2,347,7.5,349,0
2024/11,15,2024/11/15,1003,1004.7,1001.2,21.9,25.2,19.5,83,62,2.7,338,9.8,7,0
2024/11,16,2024/11/16,1003,1005.3,1000.9,20.2,23.5,17.9,89,76,2.4,333,9.4,320,0
2024/11,17,2024/11/17,1003.2,1005.1,1001.6,19.9,24.3,17.1,46,19,2.5,9,10.2,0,0
2024/11,18,2024/11/18,1005.4,1007.5,1003.5,17.9,22.6,15.1,40,24,2.5,7,10.4,24,0
2024/11,19,2024/11/19,1006.4,1008.2,1004.9,18,22.7,14.9,42,24,1.7,353,6.6,342,0
2024/11,20,2024/11/20,1005.4,1007,1004.3,19.2,23.3,15.9,61,45,0.9,306,4.1,6,0
2024/11,21,2024/11/21,1004.3,1006.2,1002.5,21,25.6,17.8,61,25,1.2,351,4.9,309,0
2024/11,22,2024/11/22,1004.6,1007.2,1002.8,19.9,24.4,18,82,62,1.2,344,5.4,0,0
2024/11,23,2024/11/23,1003.2,1005.3,1001.6,21.4,27.1,15.8,73,39,0.8,342,4.6,2,0
2024/11,24,2024/11/24,1000.1,1002.7,998,21.5,27.4,17.9,83,41,1.3,207,7.5,345,4
2024/11,25,2024/11/25,999.8,1001.5,998.1,18,20.6,14.8,81,55,2.5,1,12,25,14
2024/11,26,2024/11/26,1001.9,1004.4,999.9,19.8,24,15.2,66,58,1,310,5.7,4,0
2024/11,27,2024/11/27,1003.8,1006,1001.6,19.2,23.2,15.7,81,57,2.3,331,10.5,4,0
2024/11,28,2024/11/28,1007.1,1009.2,1004.7,14.1,16,12.6,69,37,2.9,354,11.3,355,0
2024/11,29,2024/11/29,1008.1,1010.6,1005.3,13.4,17.8,9.5,50,36,2.9,344,11.3,352,0
2024/11,30,2024/11/30,1006.3,1008.4,1004,15.3,22.3,9.4,61,36,1,4,6.3,32,0
2024/12,1,2024/12/01,1006.3,1007.9,1004.7,16,22.4,11.4,67,26,1.7,329,10.8,3,0
2024/12,2,2024/12/02,1004.6,1006.6,1002.1,17,24.9,11.5,51,14,1.6,338,9,354,0
2024/12,3,2024/12/03,1004.3,1006,1002.5,17,23.3,12.4,56,32,1.2,323,6.9,340,0
2024/12,4,2024/12/04,1003.3,1005.1,1001.5,16.8,22.7,12.6,62,18,1.7,328,7.8,8,0
2024/12,5,2024/12/05,1002.2,1004.6,1000.9,17.6,24.1,12.1,54,23,0.9,310,5.1,299,0
2024/12,6,2024/12/06,1001.4,1003.2,999.6,18.8,24.2,13.6,54,31,1.7,319,9.1,6,0
2024/12,7,2024/12/07,1001.5,1002.9,1000,21.3,27.2,17.5,62,30,1.1,331,5.9,313,0
2024/12,8,2024/12/08,1000.9,1003.1,999.4,21.1,25.5,17.3,76,48,0.8,310,5.2,296,0
2024/12,9,2024/12/09,999.6,1002.9,997.2,20.4,25,17.5,86,51,1.9,331,8.4,353,0
2024/12,10,2024/12/10,999.7,1002.1,997.5,16.1,18,14.8,70,58,2.5,349,7.9,345,0
2024/12,11,2024/12/11,1002.6,1004.6,1000.7,15.8,18.1,14.3,67,58,2.2,346,9.9,0,0
2024/12,12,2024/12/12,1002.7,1004.7,1000.6,17.1,19.6,13.9,70,60,1.2,317,5.4,10,0
2024/12,13,2024/12/13,1003.9,1006,1002.2,18.2,20.1,16.6,93,74,2.2,339,8.4,16,0
2024/12,14,2024/12/14,1004,1006.3,1001.9,19.5,27.1,16.6,93,41,2.1,328,9.5,7,1
2024/12,15,2024/12/15,1002.5,1005.3,1000,19.6,21,18.6,99,95,1.4,331,7.5,337,9
2024/12,16,2024/12/16,999.2,1001.8,997.7,19.2,24.7,14.7,96,73,2,337,13.5,5,13
2024/12,17,2024/12/17,997.9,1001.9,995.2,15.6,17.5,14.1,99,93,2.6,357,12,0,24
2024/12,18,2024/12/18,1001.7,1004.7,1000,13.9,15.4,12.7,89,75,2.9,2,11.6,61,8
2024/12,19,2024/12/19,1005.4,1007.2,1003.4,12.9,14.6,11.9,81,72,3,356,12,0,0
2024/12,20,2024/12/20,1006.6,1008.5,1004.9,13.5,16.7,11.6,83,67,2,337,6.5,0,0
2024/12,21,2024/12/21,1008.1,1009.5,1006.8,12.9,14.8,11,90,77,2.5,342,8.7,1,0
2024/12,22,2024/12/22,1007.4,1010,1005.1,14.2,17.3,11.9,80,64,2.4,340,8.5,0,0
2024/12,23,2024/12/23,1005.9,1007.3,1003.5,16.1,20.6,13.6,85,63,2.3,335,8.6,345,0
2024/12,24,2024/12/24,1005.8,1008.7,1003.4,15.1,17.9,13.3,88,72,2.5,336,10,330,0
2024/12,25,2024/12/25,1004.2,1007.3,1002.7,15.9,19.8,14,92,71,2.3,346,11.4,3,0
2024/12,26,2024/12/26,1003.1,1005.9,1000,14.2,17,11.7,85,59,3.1,350,12.7,26,1
2024/12,27,2024/12/27,1006.1,1008.4,1004,10.8,13.4,9.1,58,45,3,3,12.2,349,0
2024/12,28,2024/12/28,1005.8,1008.1,1003.4,12,15.5,8.9,69,52,2.3,345,8.3,16,0
2024/12,29,2024/12/29,1006.3,1008.1,1004.3,11.6,14.2,10,86,68,2.2,331,7.9,3,0
2024/12,30,2024/12/30,1006.2,1008.1,1004.4,14.1,19,10.3,85,59,1.8,326,6.9,340,0
2024/12,31,2024/12/31,1005,1006.6,1002.9,15.7,21.1,12.8,79,54,2.1,340,7.1,346,0
2024/01,1,2024/01/01,1004.1,1006.2,1002.2,16.9,23.2,11.7,74,33,1,16,5.5,0,0
2024/01,2,2024/01/02,1002.6,1005,1000.6,19.1,25.3,13.6,72,39,0.8,333,5.2,6,0
2024/01,3,2024/01/03,1000.8,1002.8,998.4,20.3,25.6,17.3,81,53,1.2,338,5.7,291,2
2024/01,4,2024/01/04,1001.6,1003.5,999.9,17.2,20.7,13.3,68,45,2.3,332,10.2,1,0
2024/01,5,2024/01/05,1003.4,1005.3,1001.8,15.5,21.1,12.6,57,35,1.8,331,7.7,24,0
2024/01,6,2024/01/06,1003.9,1005.3,1002.5,16.1,21,12.8,68,42,1.2,17,6.5,354,0
2024/01,7,2024/01/07,1003.2,1005.1,1001.6,17.7,24.7,13.6,81,34,0.8,304,6.7,2,0
2024/01,8,2024/01/08,1003.6,1005.3,1002.1,17.9,25,13.9,81,40,1.6,343,9,22,0
2024/01,9,2024/01/09,1007.3,1009.5,1004.7,13.4,15.7,12,76,68,2.7,358,10.7,2,0
2024/01,10,2024/01/10,1008.9,1011.3,1006.2,15.1,19.8,12.6,77,58,2.1,334,8.6,331,0
2024/01,11,2024/01/11,1008.9,1011,1006.9,16.3,22.4,12.5,89,49,1.3,333,8.7,350,0
2024/01,12,2024/01/12,1008.4,1010.3,1006,16.7,20.4,14.6,88,62,2.3,353,9.9,1,0
2024/01,13,2024/01/13,1006.4,1009,1004,14.9,18.5,13.5,85,64,2.8,2,11.6,6,0
2024/01,14,2024/01/14,1006,1007.8,1004.1,13.6,15.2,12.4,88,75,2.9,351,11.9,7,0
2024/01,15,2024/01/15,1007.4,1009.1,1005,14.3,18.8,11.5,55,34,2.6,4,10.5,30,0
2024/01,16,2024/01/16,1008,1010.1,1005.9,15.5,20.9,11.3,59,38,1.4,338,8.1,353,0
2024/01,17,2024/01/17,1007,1008.5,1004.6,15.7,20.9,12.2,69,38,1.8,332,8,0,0
2024/01,18,2024/01/18,1010.2,1012.3,1007.9,13.9,17.9,10.7,53,42,2.9,343,14.4,14,0
2024/01,19,2024/01/19,1010.1,1011.4,1008.2,14.4,21,9.4,59,34,1,11,8.5,1,0
2024/01,20,2024/01/20,1008.7,1011,1006.2,14.6,19.7,11.8,82,39,1.6,330,8.6,11,0
2024/01,21,2024/01/21,1007.6,1009.4,1005.9,12.5,15.3,9.6,56,43,2.7,11,12,353,0
2024/01,22,2024/01/22,1008.4,1010.3,1005.9,11.4,16.2,8.5,52,36,2.6,340,9.7,17,0
2024/01,23,2024/01/23,1007.7,1009.7,1005.7,13.2,19.6,7.2,55,29,1.1,323,5.6,341,0
2024/01,24,2024/01/24,1005.5,1008.1,1003.7,14.5,20.4,9.1,58,22,1.1,299,6.3,346,0
2024/01,25,2024/01/25,1004.3,1006.5,1001.9,17.3,23.7,11.3,47,27,1.5,330,7.6,63,0
2024/01,26,2024/01/26,1004.8,1006.5,1002.9,15.8,19.4,13.5,62,51,2.1,348,9.5,4,0
2024/01,27,2024/01/27,1005.3,1007,1003.2,15.6,20.6,12.8,71,47,1.9,323,7.9,341,0
2024/01,28,2024/01/28,1005.4,1007.6,1003.8,16.5,22.2,11.9,82,45,1.2,323,5.4,333,0
2024/01,29,2024/01/29,1004.9,1007,1003.1,16.9,21.9,12.8,84,48,1.1,327,6.2,1,0
2024/01,30,2024/01/30,1005,1007.3,1003.4,18.3,24.6,13.3,61,22,0.9,330,5.2,293,0
2024/01,31,2024/01/31,1004.6,1006.8,1003.2,18.1,24.3,13.4,70,38,0.7,323,4.6,296,0
2024/02,1,2024/02/01,1002,1004.7,999.9,19.1,25,13.9,63,34,1.2,344,6.7,334,0
2024/02,2,2024/02/02,996.9,999.9,994.2,21.9,26.3,17.8,55,36,1.2,326,5.8,353,0
2024/02,3,2024/02/03,996.3,998.3,994.3,21.8,26.6,17.5,76,57,1.5,326,7.8,344,0
2024/02,4,2024/02/04,998.9,1000.6,996.6,17.2,21.8,14,81,54,2.5,328,9.9,330,4
2024/02,5,2024/02/05,999.8,1001.8,998,17.5,22,13.9,95,77,1.5,323,6.1,4,3
2024/02,6,2024/02/06,998,1000,996.1,19.8,24,16.8,93,68,1.3,336,5.7,1,0
2024/02,7,2024/02/07,997,998.7,994.9,19.4,23.4,17.7,97,71,1.4,349,5.3,20,0
2024/02,8,2024/02/08,997.6,999.6,995.6,15.8,19,13.5,92,78,2.3,323,8.2,360,5
2024/02,9,2024/02/09,998,1000,995.8,13.1,14.5,10.7,100,98,2.2,336,9.3,351,13
2024/02,10,2024/02/10,1002.3,1004.1,999.6,9.3,11.8,8,92,87,2.9,345,10.6,19,1
2024/02,11,2024/02/11,1003.5,1005.4,1002.1,8.3,9.6,7.5,88,83,2.6,13,9.5,12,0
2024/02,12,2024/02/12,1002.8,1004.6,1000.9,12.6,16.8,8.8,89,67,2.3,347,10,4,0
2024/02,13,2024/02/13,1003.9,1005.6,1001.8,13.5,16.5,11.2,97,88,2.4,338,9.3,350,2
2024/02,14,2024/02/14,1005.1,1007.5,1003.7,11.6,13.9,10.5,95,81,2.6,343,10.4,354,1
2024/02,15,2024/02/15,1005.1,1006.9,1003.8,13.2,15.9,11.2,84,67,1.6,340,5.5,327,0
2024/02,16,2024/02/16,1005.1,1006.8,1003.7,16.3,22.7,13.2,91,48,1.1,1,5.3,11,1
2024/02,17,2024/02/17,1004.8,1007,1002.7,19.6,26.3,13.8,80,43,0.7,210,5.9,305,0
2024/02,18,2024/02/18,1002.2,1003.8,1000.5,18.3,25.5,13.3,91,55,1.6,341,7.7,328,0
2024/02,19,2024/02/19,1004.3,1008.4,1000.7,11.3,14.5,9.9,96,85,3,3,11.7,10,12
2024/02,20,2024/02/20,1009.1,1011.3,1006,11.6,16,8.5,66,44,3,8,10.8,5,0
2024/02,21,2024/02/21,1009.3,1012.2,1007.3,13.1,19.3,7.2,61,41,1.5,334,7.3,4,0
2024/02,22,2024/02/22,1009,1010.9,1007.2,15.4,20.3,11.1,80,29,1.3,319,7.6,352,0
2024/02,23,2024/02/23,1008.1,1009.7,1007,15.9,20,12.4,84,50,1.5,317,7.1,326,0
2024/02,24,2024/02/24,1006.9,1009,1005.7,16.3,21.5,14.5,89,59,1.1,191,5.7,319,0
2024/02,25,2024/02/25,1005.4,1007.6,1002.8,17.5,24.1,12.4,81,43,1.4,327,5.9,8,0
2024/02,26,2024/02/26,1004.9,1006.8,1003.2,20.3,27.2,16.6,75,41,1.4,329,6.6,353,0
2024/02,27,2024/02/27,1005.1,1007.5,1003.1,19.3,23.8,15.6,87,62,1.9,334,7.2,312,0
2024/02,28,2024/02/28,1003.5,1005.9,1001.5,19.5,26.3,16.2,86,45,1.3,327,8.3,343,0
2024/03,1,2024/03/01,1001.2,1003.1,998.3,21.3,26.8,16.9,83,48,1,303,5.6,161,0
2024/03,2,2024/03/02,1001,1002.8,999.1,16,21.7,14.2,93,76,2.7,341,8.6,27,0
2024/03,3,2024/03/03,1003.1,1004.7,1001.5,15.5,18.8,12.8,89,71,2.3,331,8.4,360,0
2024/03,4,2024/03/04,1003.5,1005.3,1001.3,16.8,23.1,13.8,93,63,1.7,337,6,311,1
2024/03,5,2024/03/05,1004.1,1005.4,1001.9,15.8,20.5,13.3,82,60,2.7,333,9.6,345,1
2024/03,6,2024/03/06,1004.7,1007.2,1002.8,14.3,17.2,12.8,92,77,2.1,341,7.9,348,0
2024/03,7,2024/03/07,1006.3,1008.4,1004.4,15,18.4,12.8,96,74,2.1,330,8.1,81,0
2024/03,8,2024/03/08,1004.6,1007,1002.9,14.1,17.5,12.3,100,99,1.9,332,9.2,14,5
2024/03,9,2024/03/09,1005.7,1007.3,1004.4,13.4,15.5,12,89,73,2.7,345,9.8,18,0
2024/03,10,2024/03/10,1007.4,1009.1,1005.6,16.4,20.7,12.7,82,62,0.9,208,4.8,213,0
2024/03,11,2024/03/11,1007,1009.2,1005.3,16.8,20.1,14.8,97,73,1.2,337,6.4,351,0
2024/03,12,2024/03/12,1001.3,1005.7,998,18.2,23.5,15,94,67,1,169,5.2,10,11
2024/03,13,2024/03/13,1002.1,1005.3,999,17.4,19.6,14.8,92,68,1.9,343,9.1,6,19
2024/03,14,2024/03/14,1007,1008.8,1004.9,15.2,19.1,13.1,59,45,2.5,341,10.3,337,0
2024/03,15,2024/03/15,1007.6,1009.2,1006,17.4,22.3,13.1,64,41,1,330,6.4,322,0
2024/03,16,2024/03/16,1007.7,1009.5,1006,17.8,22.4,15.5,73,45,1.1,337,4.6,313,0
2024/03,17,2024/03/17,1005.6,1008.1,1003.5,21,26.4,15.6,73,48,0.5,301,4.7,219,0
2024/03,18,2024/03/18,1003.1,1005.7,1001.3,22.2,26.2,18.2,84,54,1,341,5.6,311,0
2024/03,19,2024/03/19,1000.4,1002.7,997.7,24.6,29.8,21.2,81,46,0.9,98,6.1,288,0
2024/03,20,2024/03/20,1000.7,1004.4,998.6,19.8,24.7,13,88,76,2.5,347,10.4,7,0
2024/03,21,2024/03/21,1004.3,1005.9,1002.1,14.3,17.6,12.1,63,48,2.5,357,9.9,354,0
2024/03,22,2024/03/22,1005.8,1008.4,1004.3,16.6,20.7,11.5,77,54,1.7,327,6.4,2,0
2024/03,23,2024/03/23,1007.5,1009.2,1006.5,19.1,23,16,73,53,1.3,322,6.9,350,0
2024/03,24,2024/03/24,1005.3,1007.6,1003.1,20.1,24.3,16.4,82,56,0.9,304,5.5,263,0
2024/03,25,2024/03/25,1002.2,1004.1,1000,22.1,26.6,17.3,70,44,0.9,298,5.5,291,0
2024/03,26,2024/03/26,1000.5,1002.4,998.6,24.5,28.9,20.1,70,46,1.1,300,8.1,342,0
2024/03,27,2024/03/27,1000.3,1001.9,998.6,24.4,27.9,22.3,88,66,1.4,296,6.7,4,0
2024/03,28,2024/03/28,999.3,1001.5,997.1,25.1,30.5,21.5,86,59,1.3,31,7.1,292,1
2024/03,29,2024/03/29,997.7,999.1,995.6,26.8,32,23.7,82,50,1.5,163,11.1,216,0
2024/03,30,2024/03/30,998.6,1000.5,997.2,25.5,30.6,22.5,73,49,1.6,338,6.5,303,0
2024/03,31,2024/03/31,997.3,1000,994.3,21.4,27.7,18.3,96,45,1.7,312,10.5,345,19
2024/04,1,2024/04/01,997.6,999.9,995.6,19,22.3,17.4,96,82,2.2,329,7.4,349,0
2024/04,2,2024/04/02,999,1003.8,996.4,19.5,22.3,17.7,91,68,1.5,315,6.2,330,2
2024/04,3,2024/04/03,1000.1,1003.8,996.5,20.4,23.4,18.5,94,77,1.4,331,7.6,355,2
2024/04,4,2024/04/04,1001.4,1002.8,999.6,20.1,24,18.1,64,52,2.1,327,7.7,7,0
2024/04,5,2024/04/05,1002.7,1004.7,1001.2,21.1,25.9,16.8,68,42,1.5,329,8,93,0
